ticker,week_monday,week_friday,asof_target,drop_reason,detail
AMZN,2024-05-06,2024-05-10,2024-05-09,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-05-13,2024-05-17,2024-05-15,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-05-13,2024-05-17,2024-05-16,too_few_in_prn_band,kept=3 need=4 inside=8 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-05-20,2024-05-24,2024-05-23,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2024-05-20,2024-05-24,2024-05-23,too_few_in_prn_band,kept=3 need=4 inside=7 used_abslogm=0.0600 spot_scale=split_adj
PLTR,2024-05-20,2024-05-24,2024-05-23,too_few_in_prn_band,kept=3 need=4 inside=6 used_abslogm=0.0900 spot_scale=split_adj
AAPL,2024-05-27,2024-05-31,2024-05-29,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-05-27,2024-05-31,2024-05-30,too_few_in_prn_band,kept=2 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-06-03,2024-06-07,2024-06-06,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
AMZN,2024-06-03,2024-06-07,2024-06-06,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
NVDA,2024-07-01,2024-07-05,2024-07-04,bad_T_days,0
AAPL,2024-07-01,2024-07-05,2024-07-04,bad_T_days,0
GOOGL,2024-07-01,2024-07-05,2024-07-04,bad_T_days,0
MSFT,2024-07-01,2024-07-05,2024-07-04,bad_T_days,0
META,2024-07-01,2024-07-05,2024-07-04,bad_T_days,0
AMZN,2024-07-01,2024-07-05,2024-07-04,bad_T_days,0
PLTR,2024-07-01,2024-07-05,2024-07-04,bad_T_days,0
AAPL,2024-08-12,2024-08-16,2024-08-15,too_few_in_prn_band,kept=3 need=4 inside=10 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2024-08-12,2024-08-16,2024-08-15,too_few_in_prn_band,kept=3 need=4 inside=6 used_abslogm=0.0600 spot_scale=split_adj
AMZN,2024-08-12,2024-08-16,2024-08-15,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2024-08-26,2024-08-30,2024-08-29,too_few_in_prn_band,kept=2 need=4 inside=6 used_abslogm=0.0700 spot_scale=split_adj
GOOGL,2024-09-02,2024-09-06,2024-09-04,too_few_in_prn_band,kept=3 need=4 inside=7 used_abslogm=0.0600 spot_scale=split_adj
MSFT,2024-09-16,2024-09-20,2024-09-19,too_few_in_prn_band,kept=3 need=4 inside=13 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2024-09-23,2024-09-27,2024-09-24,too_few_in_prn_band,kept=3 need=4 inside=7 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-09-23,2024-09-27,2024-09-26,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2024-10-14,2024-10-18,2024-10-16,too_few_in_prn_band,kept=3 need=4 inside=8 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-10-14,2024-10-18,2024-10-17,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2024-10-14,2024-10-18,2024-10-17,too_few_in_prn_band,kept=3 need=4 inside=8 used_abslogm=0.0600 spot_scale=split_adj
AMZN,2024-10-14,2024-10-18,2024-10-17,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2024-10-21,2024-10-25,2024-10-23,too_few_in_prn_band,kept=3 need=4 inside=6 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-10-21,2024-10-25,2024-10-24,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-11-04,2024-11-08,2024-11-07,too_few_in_prn_band,kept=3 need=4 inside=10 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-11-11,2024-11-15,2024-11-14,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2024-11-11,2024-11-15,2024-11-14,too_few_in_prn_band,kept=3 need=4 inside=8 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-11-25,2024-11-29,2024-11-26,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-11-25,2024-11-29,2024-11-27,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
NVDA,2024-11-25,2024-11-29,2024-11-28,bad_T_days,0
AAPL,2024-11-25,2024-11-29,2024-11-28,bad_T_days,0
GOOGL,2024-11-25,2024-11-29,2024-11-28,bad_T_days,0
MSFT,2024-11-25,2024-11-29,2024-11-28,bad_T_days,0
META,2024-11-25,2024-11-29,2024-11-28,bad_T_days,0
AMZN,2024-11-25,2024-11-29,2024-11-28,bad_T_days,0
PLTR,2024-11-25,2024-11-29,2024-11-28,bad_T_days,0
AAPL,2024-12-02,2024-12-06,2024-12-05,too_few_in_prn_band,kept=3 need=4 inside=12 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-12-09,2024-12-13,2024-12-12,too_few_in_prn_band,kept=3 need=4 inside=12 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-12-23,2024-12-27,2024-12-25,too_few_in_prn_band,kept=3 need=4 inside=13 used_abslogm=0.0600 spot_scale=split_adj
AMZN,2024-12-23,2024-12-27,2024-12-25,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2024-12-23,2024-12-27,2024-12-26,too_few_in_prn_band,kept=3 need=4 inside=13 used_abslogm=0.0600 spot_scale=split_adj
AMZN,2024-12-23,2024-12-27,2024-12-26,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
NVDA,2025-01-06,2025-01-10,2025-01-09,bad_T_days,0
AAPL,2025-01-06,2025-01-10,2025-01-09,bad_T_days,0
GOOGL,2025-01-06,2025-01-10,2025-01-09,bad_T_days,0
MSFT,2025-01-06,2025-01-10,2025-01-09,bad_T_days,0
META,2025-01-06,2025-01-10,2025-01-09,bad_T_days,0
AMZN,2025-01-06,2025-01-10,2025-01-09,bad_T_days,0
PLTR,2025-01-06,2025-01-10,2025-01-09,bad_T_days,0
GOOGL,2025-01-13,2025-01-17,2025-01-16,too_few_in_prn_band,kept=3 need=4 inside=7 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2025-02-17,2025-02-21,2025-02-20,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
NVDA,2025-04-14,2025-04-18,2025-04-14,empty_option_chain,asof=2025-04-14 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
AAPL,2025-04-14,2025-04-18,2025-04-14,empty_option_chain,asof=2025-04-14 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
GOOGL,2025-04-14,2025-04-18,2025-04-14,empty_option_chain,asof=2025-04-14 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
MSFT,2025-04-14,2025-04-18,2025-04-14,empty_option_chain,asof=2025-04-14 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
META,2025-04-14,2025-04-18,2025-04-14,empty_option_chain,asof=2025-04-14 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
AMZN,2025-04-14,2025-04-18,2025-04-14,empty_option_chain,asof=2025-04-14 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
PLTR,2025-04-14,2025-04-18,2025-04-14,empty_option_chain,asof=2025-04-14 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
NVDA,2025-04-14,2025-04-18,2025-04-15,empty_option_chain,asof=2025-04-15 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
AAPL,2025-04-14,2025-04-18,2025-04-15,empty_option_chain,asof=2025-04-15 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
GOOGL,2025-04-14,2025-04-18,2025-04-15,empty_option_chain,asof=2025-04-15 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
MSFT,2025-04-14,2025-04-18,2025-04-15,empty_option_chain,asof=2025-04-15 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
META,2025-04-14,2025-04-18,2025-04-15,empty_option_chain,asof=2025-04-15 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
AMZN,2025-04-14,2025-04-18,2025-04-15,empty_option_chain,asof=2025-04-15 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
PLTR,2025-04-14,2025-04-18,2025-04-15,empty_option_chain,asof=2025-04-15 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
NVDA,2025-04-14,2025-04-18,2025-04-16,empty_option_chain,asof=2025-04-16 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
AAPL,2025-04-14,2025-04-18,2025-04-16,empty_option_chain,asof=2025-04-16 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
GOOGL,2025-04-14,2025-04-18,2025-04-16,empty_option_chain,asof=2025-04-16 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
MSFT,2025-04-14,2025-04-18,2025-04-16,empty_option_chain,asof=2025-04-16 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
META,2025-04-14,2025-04-18,2025-04-16,empty_option_chain,asof=2025-04-16 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
AMZN,2025-04-14,2025-04-18,2025-04-16,empty_option_chain,asof=2025-04-16 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
PLTR,2025-04-14,2025-04-18,2025-04-16,empty_option_chain,asof=2025-04-16 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
NVDA,2025-04-14,2025-04-18,2025-04-17,empty_option_chain,asof=2025-04-17 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
AAPL,2025-04-14,2025-04-18,2025-04-17,empty_option_chain,asof=2025-04-17 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
GOOGL,2025-04-14,2025-04-18,2025-04-17,empty_option_chain,asof=2025-04-17 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
MSFT,2025-04-14,2025-04-18,2025-04-17,empty_option_chain,asof=2025-04-17 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
META,2025-04-14,2025-04-18,2025-04-17,empty_option_chain,asof=2025-04-17 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
AMZN,2025-04-14,2025-04-18,2025-04-17,empty_option_chain,asof=2025-04-17 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
PLTR,2025-04-14,2025-04-18,2025-04-17,empty_option_chain,asof=2025-04-17 exp_req=2025-04-18 exp_used=2025-04-18 conv=FRI
NVDA,2025-06-16,2025-06-20,2025-06-19,bad_T_days,0
AAPL,2025-06-16,2025-06-20,2025-06-19,bad_T_days,0
GOOGL,2025-06-16,2025-06-20,2025-06-19,bad_T_days,0
MSFT,2025-06-16,2025-06-20,2025-06-19,bad_T_days,0
META,2025-06-16,2025-06-20,2025-06-19,bad_T_days,0
AMZN,2025-06-16,2025-06-20,2025-06-19,bad_T_days,0
PLTR,2025-06-16,2025-06-20,2025-06-19,bad_T_days,0
NVDA,2025-06-23,2025-06-27,2025-06-26,too_few_in_prn_band,kept=3 need=4 inside=10 used_abslogm=0.0600 spot_scale=split_adj
NVDA,2025-06-30,2025-07-04,2025-06-30,empty_option_chain,asof=2025-06-30 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
AAPL,2025-06-30,2025-07-04,2025-06-30,empty_option_chain,asof=2025-06-30 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
GOOGL,2025-06-30,2025-07-04,2025-06-30,empty_option_chain,asof=2025-06-30 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
MSFT,2025-06-30,2025-07-04,2025-06-30,empty_option_chain,asof=2025-06-30 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
META,2025-06-30,2025-07-04,2025-06-30,empty_option_chain,asof=2025-06-30 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
AMZN,2025-06-30,2025-07-04,2025-06-30,empty_option_chain,asof=2025-06-30 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
PLTR,2025-06-30,2025-07-04,2025-06-30,empty_option_chain,asof=2025-06-30 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
NVDA,2025-06-30,2025-07-04,2025-07-01,empty_option_chain,asof=2025-07-01 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
AAPL,2025-06-30,2025-07-04,2025-07-01,empty_option_chain,asof=2025-07-01 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
GOOGL,2025-06-30,2025-07-04,2025-07-01,empty_option_chain,asof=2025-07-01 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
MSFT,2025-06-30,2025-07-04,2025-07-01,empty_option_chain,asof=2025-07-01 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
META,2025-06-30,2025-07-04,2025-07-01,empty_option_chain,asof=2025-07-01 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
AMZN,2025-06-30,2025-07-04,2025-07-01,empty_option_chain,asof=2025-07-01 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
PLTR,2025-06-30,2025-07-04,2025-07-01,empty_option_chain,asof=2025-07-01 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
NVDA,2025-06-30,2025-07-04,2025-07-02,empty_option_chain,asof=2025-07-02 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
AAPL,2025-06-30,2025-07-04,2025-07-02,empty_option_chain,asof=2025-07-02 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
GOOGL,2025-06-30,2025-07-04,2025-07-02,empty_option_chain,asof=2025-07-02 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
MSFT,2025-06-30,2025-07-04,2025-07-02,empty_option_chain,asof=2025-07-02 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
META,2025-06-30,2025-07-04,2025-07-02,empty_option_chain,asof=2025-07-02 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
AMZN,2025-06-30,2025-07-04,2025-07-02,empty_option_chain,asof=2025-07-02 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
PLTR,2025-06-30,2025-07-04,2025-07-02,empty_option_chain,asof=2025-07-02 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
NVDA,2025-06-30,2025-07-04,2025-07-03,empty_option_chain,asof=2025-07-03 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
AAPL,2025-06-30,2025-07-04,2025-07-03,empty_option_chain,asof=2025-07-03 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
GOOGL,2025-06-30,2025-07-04,2025-07-03,empty_option_chain,asof=2025-07-03 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
MSFT,2025-06-30,2025-07-04,2025-07-03,empty_option_chain,asof=2025-07-03 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
META,2025-06-30,2025-07-04,2025-07-03,empty_option_chain,asof=2025-07-03 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
AMZN,2025-06-30,2025-07-04,2025-07-03,empty_option_chain,asof=2025-07-03 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
PLTR,2025-06-30,2025-07-04,2025-07-03,empty_option_chain,asof=2025-07-03 exp_req=2025-07-04 exp_used=2025-07-04 conv=FRI
NVDA,2025-07-07,2025-07-11,2025-07-10,too_few_in_prn_band,kept=3 need=4 inside=8 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2025-07-07,2025-07-11,2025-07-10,too_few_in_prn_band,kept=3 need=4 inside=10 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2025-07-07,2025-07-11,2025-07-10,too_few_in_prn_band,kept=3 need=4 inside=9 used_abslogm=0.0600 spot_scale=split_adj
AMZN,2025-07-07,2025-07-11,2025-07-10,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
NVDA,2025-07-14,2025-07-18,2025-07-17,too_few_in_prn_band,kept=3 need=4 inside=8 used_abslogm=0.0600 spot_scale=split_adj
GOOGL,2025-07-28,2025-08-01,2025-07-31,too_few_in_prn_band,kept=3 need=4 inside=8 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2025-09-08,2025-09-12,2025-09-11,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2025-11-24,2025-11-28,2025-11-26,too_few_in_prn_band,kept=3 need=4 inside=13 used_abslogm=0.0600 spot_scale=split_adj
NVDA,2025-11-24,2025-11-28,2025-11-27,bad_T_days,0
AAPL,2025-11-24,2025-11-28,2025-11-27,bad_T_days,0
GOOGL,2025-11-24,2025-11-28,2025-11-27,bad_T_days,0
MSFT,2025-11-24,2025-11-28,2025-11-27,bad_T_days,0
META,2025-11-24,2025-11-28,2025-11-27,bad_T_days,0
AMZN,2025-11-24,2025-11-28,2025-11-27,bad_T_days,0
PLTR,2025-11-24,2025-11-28,2025-11-27,bad_T_days,0
AAPL,2025-12-08,2025-12-12,2025-12-11,too_few_in_prn_band,kept=3 need=4 inside=14 used_abslogm=0.0600 spot_scale=split_adj
NVDA,2025-12-22,2025-12-26,2025-12-25,bad_T_days,0
AAPL,2025-12-22,2025-12-26,2025-12-25,bad_T_days,0
GOOGL,2025-12-22,2025-12-26,2025-12-25,bad_T_days,0
MSFT,2025-12-22,2025-12-26,2025-12-25,bad_T_days,0
META,2025-12-22,2025-12-26,2025-12-25,bad_T_days,0
AMZN,2025-12-22,2025-12-26,2025-12-25,bad_T_days,0
PLTR,2025-12-22,2025-12-26,2025-12-25,bad_T_days,0
AMZN,2025-12-22,2025-12-26,2025-12-24,too_few_in_prn_band,kept=3 need=4 inside=11 used_abslogm=0.0600 spot_scale=split_adj
AAPL,2025-12-29,2026-01-02,2025-12-31,too_few_in_prn_band,kept=3 need=4 inside=13 used_abslogm=0.0600 spot_scale=split_adj
NVDA,2025-12-29,2026-01-02,2026-01-01,bad_T_days,0
AAPL,2025-12-29,2026-01-02,2026-01-01,bad_T_days,0
GOOGL,2025-12-29,2026-01-02,2026-01-01,bad_T_days,0
MSFT,2025-12-29,2026-01-02,2026-01-01,bad_T_days,0
META,2025-12-29,2026-01-02,2026-01-01,bad_T_days,0
AMZN,2025-12-29,2026-01-02,2026-01-01,bad_T_days,0
PLTR,2025-12-29,2026-01-02,2026-01-01,bad_T_days,0
