event_id,event_slug,event_title,event_endDate,market_id,condition_id,market_slug,market_question,ticker,ticker_source,threshold,week_monday,week_friday,week_sunday,expiry_date_utc,resolution_time_utc,yes_token_id,no_token_id,enable_order_book,active,closed,schema_version
72232,aapl-above-on-november-14-2025,Will Apple (AAPL) finish week of November 10 above___?,2025-11-14,663102,0x4b3272fe01dddfb1d1aafea16577bd9fbb570d1810e8d57e62af1555d4e292be,aapl-above-290-on-november-14-2025,Will Apple (AAPL) finish week of November 10 above $290?,AAPL,slug,290.0,2025-11-10,2025-11-14,2025-11-16,2025-11-14T00:00:00Z,2025-11-14T23:59:59Z,74124916659158930619093852657063198223867269067550622312646837029774829329911,47808085444473498450626237672441600046861329527000236468580854558902288149070,True,True,True,pm_weekly_markets_v1.0
72232,aapl-above-on-november-14-2025,Will Apple (AAPL) finish week of November 10 above___?,2025-11-14,663103,0x1d53694aa834ea580802891e96bf9f13426d688d8f0eccca782d7e2d6f2a3218,aapl-above-295-on-november-14-2025,Will Apple (AAPL) finish week of November 10 above $295?,AAPL,slug,295.0,2025-11-10,2025-11-14,2025-11-16,2025-11-14T00:00:00Z,2025-11-14T23:59:59Z,86775877631644339862286114336948927929081926464583934712880341437230145336298,105125305916981190945721360048757309815298755688534145426178586242359033143927,True,True,True,pm_weekly_markets_v1.0
72232,aapl-above-on-november-14-2025,Will Apple (AAPL) finish week of November 10 above___?,2025-11-14,663104,0x82a7f4e6872483f867da93edf727c60492cd707e24e7417b3fc40987a569d7d6,aapl-above-300-on-november-14-2025,Will Apple (AAPL) finish week of November 10 above $300?,AAPL,slug,300.0,2025-11-10,2025-11-14,2025-11-16,2025-11-14T00:00:00Z,2025-11-14T23:59:59Z,16625379124877031983190749318322549424147321560053015991852647156892610560886,45525196594041854974591605877443560884907964617696515629796537218090401979289,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689979,0x233659a755ef38475c6ad1e79c1db8a253fd2b65ebdc456aa5371a624987a9df,aapl-above-235-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $235?,AAPL,slug,235.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,22856320734239459424454845650970291925387938790640371015335935977870624876972,19634499990676389725618483320366239906522134951710762571102337298163369147476,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689980,0x3277841873d6950e19fe2e503bc2c88efeb25e2323fed049bfa53a97fb5827f0,aapl-above-240-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $240?,AAPL,slug,240.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,83570761811488465641467985062464017798305663888520952105202995335571416855396,93092731580146356200370807391046941650634310279044844411177216915346733648203,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689981,0x2660f82389a58fe91ae8c830bfe0903ccc1c27aea2a9b95523a3a098593d970c,aapl-above-245-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $245?,AAPL,slug,245.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,98914555625381573847608515398320603632117213810273122861594307281251548638868,59177139893118177336540765577270489864479884393933365994425556273692703483148,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689982,0x37dec8a3efa296e9858781fd95e0786825944d5d893a4c048c592628372010ab,aapl-above-250-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $250?,AAPL,slug,250.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,27874038791926992359032416403083409762389240196470950262103022595736963960210,15950631319796413848707596730190521567832923545673674064804380482808806479654,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689983,0x9738fd6fd2f345430c4751e7d4999534b2c6b44d8b53b13c2299cc1d46fd404c,aapl-above-255-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $255?,AAPL,slug,255.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,37308539209305233141938650589773821131760243394436734105332564269330851853832,82913182586009623909231663649075376569437691573557447326321436438159767293389,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689984,0xb979fb3eac0294f1b56baf740b00403c2088c74c31e5b7d5f685b4fda945e3ab,aapl-above-260-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $260?,AAPL,slug,260.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,4702739066692912987137122497218231349082611960865582996333222872471728410235,50819785333560574938215394431215063330694882098592635794609502838362309508792,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689985,0x58a05cec818ff95bf85a26e1fe799b362f6d77d1c0881c6c657d6eb4fe46ae6b,aapl-above-265-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $265?,AAPL,slug,265.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,2054973686956831033975967726425395315979800494726994265885699518993202163675,54148235075750853537306144426160259827978752354915290019114779404117128336629,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689986,0x1f1f616ada141bda9fff0e466579f6d3ae9ee06f6c98387ae7fccb786e803bfd,aapl-above-270-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $270?,AAPL,slug,270.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,86540854566689734387005499041319260322358680254915776057033331975545431060874,17586481802824816260758248422442307536604258826321186115972227635256090578356,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689987,0xd1a77638d8df22038c54e600c3456836133d79dea5696d2753d45a163d3af837,aapl-above-275-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $275?,AAPL,slug,275.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,30208394548635183677529508553778036552498147198212575934239075785646677542582,110610415186421960584174371697266865227498815417844741314027188650347523927066,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689988,0x2d5e47db7def84a50e6d27e86e8e58aa9304ebb574c86c38d3fbbe542f699c7e,aapl-above-280-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $280?,AAPL,slug,280.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,82129946846690386633918404059572211011586677580752390637025192443122363692832,37280217901765176024921820971702238156432625880660050593175537146178082072098,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689989,0xb283a2d3ae25eeeff138ecc281b67fab8c9855d150ea7b565394bd3498230345,aapl-above-285-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $285?,AAPL,slug,285.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,44518889182044861556431282926468194224747818800707915330111197050753269378978,27867352898621014317980640215709098346554775738908085335169949328898545842450,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689990,0xc6acad5b86edfed3c761599f30bfe3e7f8794cf7098677b8d9d5f6f077357b08,aapl-above-290-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $290?,AAPL,slug,290.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,103234206764681824753857326679208907322084730455568309027548397377493868680297,12303516546837819537621107634538377008470714664766301298724060304918860753062,True,True,True,pm_weekly_markets_v1.0
84758,aapl-above-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above___?,2025-11-21,689991,0x77bd82e34838412b21586f366437bb899b1a0e16d5a4100fc79499f39fe4e765,aapl-above-295-on-november-21-2025,Will Apple (AAPL) finish week of November 17 above $295?,AAPL,slug,295.0,2025-11-17,2025-11-21,2025-11-23,2025-11-21T00:00:00Z,2025-11-21T23:59:59Z,106442439756294950599308921083098237270494923431930511138735902516332190216102,25535238161334621760571469861536888427005604568142260810261727080224898292989,True,True,True,pm_weekly_markets_v1.0
87161,aapl-above-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above___?,2025-11-28,695757,0x623457f65f6b4119a5f27839790588937e287079e36705b055219388bd49dc13,aapl-above-235-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above $235?,AAPL,slug,235.0,2025-11-24,2025-11-28,2025-11-30,2025-11-28T00:00:00Z,2025-11-28T23:59:59Z,52063246256521742370773564800307806644851016858733860235590262564846379915708,83616693551564931561806951983771677928513143709875590052790510903561173729295,True,True,True,pm_weekly_markets_v1.0
87161,aapl-above-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above___?,2025-11-28,695770,0x15a19404ec70c73745d3ecd4d88aa745d65a181295e916aa9cc82632ea09e7c7,aapl-above-245-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above $245?,AAPL,slug,245.0,2025-11-24,2025-11-28,2025-11-30,2025-11-28T00:00:00Z,2025-11-28T23:59:59Z,25287172142392858310085715769009734433871825185668446537302557517043824901699,46493282172871144270941243415739879927764763516728637620644974371157397203536,True,True,True,pm_weekly_markets_v1.0
87161,aapl-above-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above___?,2025-11-28,695789,0xd4b85f86b5ae6ea49978323d29336d83acad141d3049892c257c00a97b6cc4dd,aapl-above-255-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above $255?,AAPL,slug,255.0,2025-11-24,2025-11-28,2025-11-30,2025-11-28T00:00:00Z,2025-11-28T23:59:59Z,26982163430134403447115818221503888248356439412702490742639476202221211302714,97616303180064777923473353103479253378787467498152391621813627349707477035840,True,True,True,pm_weekly_markets_v1.0
87161,aapl-above-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above___?,2025-11-28,695802,0x2f6813616d9283a5026ae9810aae21318afb19d0020649537bf9e6075e3960b5,aapl-above-265-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above $265?,AAPL,slug,265.0,2025-11-24,2025-11-28,2025-11-30,2025-11-28T00:00:00Z,2025-11-28T23:59:59Z,33997233832904061396466627061509922094580675817133644044609728417711769822115,69104519831710738705625916510824203628267231503652428297471704813577680565757,True,True,True,pm_weekly_markets_v1.0
87161,aapl-above-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above___?,2025-11-28,695815,0x4ad62fc11757e390eeba56b69bb17cd9d661666c88ffe24ad919748814561b06,aapl-above-275-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above $275?,AAPL,slug,275.0,2025-11-24,2025-11-28,2025-11-30,2025-11-28T00:00:00Z,2025-11-28T23:59:59Z,33143585069622386874296070423401010813706069086894230402900384101745105121186,109003442597121227011011968297854898877085435386213354903589680244583851818279,True,True,True,pm_weekly_markets_v1.0
87161,aapl-above-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above___?,2025-11-28,695835,0x668ff7ec7c324708f963e81727a414e5c0d53f1f3fb178e9e76f222673f9c322,aapl-above-285-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above $285?,AAPL,slug,285.0,2025-11-24,2025-11-28,2025-11-30,2025-11-28T00:00:00Z,2025-11-28T23:59:59Z,6053721284989033025643596057692962557548522598955659865993242262698181087400,32626294199472315745312192749959779788353426176952449924127089711437046012796,True,True,True,pm_weekly_markets_v1.0
87161,aapl-above-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above___?,2025-11-28,695850,0x69a167058edd078405c6dca20fbc6aeac8d86123499a87bd0eef07a9215a3831,aapl-above-295-on-november-28-2025,Will Apple (AAPL) finish week of November 24 above $295?,AAPL,slug,295.0,2025-11-24,2025-11-28,2025-11-30,2025-11-28T00:00:00Z,2025-11-28T23:59:59Z,52982629400995759214105461739068462906308898741976555207323452980259454797816,6142389891736952085442439020322672083184748571694229330237911105307015655509,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740611,0x176ae052df9a7bce9b6f884a811f88cf370babfd7196ae9310127a0c80a09a2c,aapl-above-250-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $250?,AAPL,slug,250.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,61890074660087991581647327125965548971126053199392055208225982035443401499848,75737474255874989885092912973912728518180229646398354960471914232586801245440,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740614,0x6438f4a4c346de7afbfedd4411809b6ff00b961ea0f5ad93d80594085b22dabd,aapl-above-255-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $255?,AAPL,slug,255.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,26132339827273208171477548708350076278691556262455898994155749911849749494994,10097096065096254927452619871159083633393658135909323019590870507045386372419,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740616,0x697688b5a6f010ec7f6a118f656ea24ec2b4f785f2dad06655a124f80f8453a8,aapl-above-260-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $260?,AAPL,slug,260.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,97717057658588944153362148105987672545607178042730341881269017075472495561762,104414061828525144430462223936563641980553787259128674962802072654120743503804,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740618,0x6b832ab4df19c10b5c34cb637ed909779b4a0b8878d96eb0c8e8c8fc74a2a978,aapl-above-265-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $265?,AAPL,slug,265.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,19452770703197637813124347983122893406170123947349009726513201817960828603753,29173453993878238832912133252285033010690646344233355692977247328064900253050,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740621,0x6bf0c97f1b48afe1954c114487bc352dd3ffb60e35aaf56dea1e54b0e8dd5a40,aapl-above-270-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $270?,AAPL,slug,270.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,5095748234426037962402633210018218651864459933135586731580043233567898768407,90601089481490335243757697478790465285874490869360476105808297327930674843253,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740622,0xc6600517fb1f2f6d51e0f905103a632d3e566ec4ca427683f45218f7eddb07e2,aapl-above-275-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $275?,AAPL,slug,275.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,44266413094669930163293934749770916655237852436577685642897892702123886155259,36815449544885592937785746887848106700136462595778605271191329941920399584627,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740624,0xa69f3a4abe2ce577c8173843d7242f68731ffc6ec08aec9cf129d0073545fc2a,aapl-above-280-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $280?,AAPL,slug,280.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,31071719417945183892272292611015152722994531210807635229525378772820792345401,48406700253782448971865628670514008240556517290609613671663933257982192857461,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740625,0xb7d22822221e394b923a078c5e1c9d590e4e5571c30b58e6d57be9495840a2d1,aapl-above-285-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $285?,AAPL,slug,285.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,51178519877122927192558539075466728756562926122077172353539119569375983927359,5715078381067894069689934509028948555179398554769308623687915016229796941984,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740626,0x18714377e43fd7491b3990770bae69b4d1c3b47763708fc6103f1edd44ad039c,aapl-above-290-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $290?,AAPL,slug,290.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,44576341235984472785335005633731556331886475979979297119458752126905216623238,78406629196834307579050118663798497626069951023030306617231955390550556768179,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740627,0xd0b64a9c71313992ab4bb325ede5e5e75b1aa51b9c360fc5222da5535c70743e,aapl-above-295-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $295?,AAPL,slug,295.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,114580122716099437806968639612000157270242554347390657417275071934820696423034,88927777098735491178096529127584079289803146162084003689635261053642875240722,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740628,0x6431170be96006ba6bc06e7f38391b21a6167ee9d1f9635f4b97b3856b95ed7b,aapl-above-300-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $300?,AAPL,slug,300.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,7874483664139213975322107092402928977978811304688661406277098784085968403252,9097096379511393075939017555728649975912943105075917522673877919702878446651,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740629,0x73e7770f00313bccc31b5ed76bdc6ae213ce413a587685e57794206cac424ec2,aapl-above-305-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $305?,AAPL,slug,305.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,17635555060161875986093188903539893254130372990991611785070173099373533127723,64080792911916695784890606679068806963887314742227907788848603852041694359558,True,True,True,pm_weekly_markets_v1.0
92858,aapl-above-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above___?,2025-12-05,740630,0x9f4461772132e64b56eb3625117a3c3b0bd1796584c692c82f8149efb0bb2c90,aapl-above-310-on-december-5-2025,Will Apple (AAPL) finish week of December 1 above $310?,AAPL,slug,310.0,2025-12-01,2025-12-05,2025-12-07,2025-12-05T00:00:00Z,2025-12-05T23:59:59Z,45344737656265016634192013453782083704462141362714852354934976305524881952162,22606245510010286976293196093779084650083720750526366790932354565884808864786,True,True,True,pm_weekly_markets_v1.0
98294,aapl-above-on-december-12-2025,Will Apple (AAPL) finish week of December 8 above___?,2025-12-12,839592,0xa07a3b0ae367ecee836f916535ab2e291e27997e0ba845c5e55e7eab91665f4c,aapl-above-250-on-december-12-2025,Will Apple (AAPL) finish week of December 8 above $250?,AAPL,slug,250.0,2025-12-08,2025-12-12,2025-12-14,2025-12-12T00:00:00Z,2025-12-12T23:59:59Z,13066818749656172354365570328075146641854834108024443600389073623595912243716,104361452339765866944255465055518082767248919585582395604705467473038199570662,True,True,True,pm_weekly_markets_v1.0
98294,aapl-above-on-december-12-2025,Will Apple (AAPL) finish week of December 8 above___?,2025-12-12,839594,0xbb94d39e1f568270cf33e24f3515d67692c9c661ad3954bff5ac4dc09a4121b8,aapl-above-255-on-december-12-2025,Will Apple (AAPL) finish week of December 8 above $255?,AAPL,slug,255.0,2025-12-08,2025-12-12,2025-12-14,2025-12-12T00:00:00Z,2025-12-12T23:59:59Z,7905406330894208056039607257379405227026876352211588603672750314843347326787,95267049688619486977612641000840082556634517703392289831786833733356042893196,True,True,True,pm_weekly_markets_v1.0
98294,aapl-above-on-december-12-2025,Will Apple (AAPL) finish week of December 8 above___?,2025-12-12,839596,0xeae203e671e80a3ebc79e6f72a2354898f3c7a8b7307d758713bf2b0f29e7a10,aapl-above-260-on-december-12-2025,Will Apple (AAPL) finish week of December 8 above $260?,AAPL,slug,260.0,2025-12-08,2025-12-12,2025-12-14,2025-12-12T00:00:00Z,2025-12-12T23:59:59Z,89663574816995180820553490723080219162331452489805265019573116430116373878847,32126681055363281971117757559331194299889381018386852344531087289944353792406,True,True,True,pm_weekly_markets_v1.0
98294,aapl-above-on-december-12-2025,Will Apple (AAPL) finish week of December 8 above___?,2025-12-12,839598,0x061f8d9853b2e7e204876d2cd534ea5f3960c3267348cf9d6dae642a52d9e280,aapl-above-265-on-december-12-2025,Will Apple (AAPL) finish week of December 8 above $265?,AAPL,slug,265.0,2025-12-08,2025-12-12,2025-12-14,2025-12-12T00:00:00Z,2025-12-12T23:59:59Z,40473759103318406760642153699014324825626241610393076488353998256199863716608,92043951931298689430663201065277075992606335921918772219260225698614086355429,True,True,True,pm_weekly_markets_v1.0
